remark,"CSV-Import-Export"
remark,"Date = Thu Mar 21 13:57:12 2019"
remark,"Version = RSLogix 5000 v30.01"
remark,"Owner = Windows User"
remark,"Company = Brock Solutions"
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
RCOMMENT,"MainProgram","LENGTH_CALC","When the PE clears, stop measuring length.  Do one shot.","OTE(T5T_08_LEN.SB1)","19"
RCOMMENT,"MainProgram","LENGTH_CALC","On one shot of PE clearing, put length measurement into the Bag_Data table.","MOV(T5T_08_LEN.BAG_LENGTH,T5T_09_MRG.Length)","21"
RCOMMENT,"MainProgram","LENGTH_CALC","Count BT pulses for measurement while PE is blocked.","ADD(1,T5T_08_LEN.BAG_LENGTH,T5T_08_LEN.BAG_LENGTH)","22"
RCOMMENT,"MainProgram","LENGTH_CALC","Clear length measurement when PE clears.","MOV(0,T5T_08_LEN.BAG_LENGTH)","23"
RCOMMENT,"MainProgram","LENGTH_CALC","XO2_04 Length Set Routine$N**************************************************************************************************************************************************************************$NThis subroutine is used to measure the bag length.  It works in conjunction with the  tracking.  When data is deposited into a tracking zone by the length measuring photocell, this routine starts measuring the length of the bag.  When the photocell clears the length measurement is put into the .LENGTH  field of the Bag_Data array at index position - Bag_ID.$N$NWhen the photoeye is blocked, start measuring the length.","OTE(XO2_04_LEN.MEASURE)","24"
RCOMMENT,"MainProgram","LENGTH_CALC","When the PE clears, stop measuring length.  Do one shot.","OTE(XO2_04_LEN.SB1)","25"
RCOMMENT,"MainProgram","LENGTH_CALC","On one shot of PE clearing, put length measurement into the Bag_Data table.","MOV(XO2_04_LEN.BAG_LENGTH,XO2_05_MRG.Length)","27"
RCOMMENT,"MainProgram","LENGTH_CALC","Count BT pulses for measurement while PE is blocked.","ADD(1,XO2_04_LEN.BAG_LENGTH,XO2_04_LEN.BAG_LENGTH)","28"
RCOMMENT,"MainProgram","LENGTH_CALC","Clear length measurement when PE clears.","MOV(0,XO2_04_LEN.BAG_LENGTH)","29"
RCOMMENT,"MainProgram","LENGTH_CALC","HX1T_09 Length Set Routine$N**************************************************************************************************************************************************************************$NThis subroutine is used to measure the bag length.  It works in conjunction with the  tracking.  When data is deposited into a tracking zone by the length measuring photocell, this routine starts measuring the length of the bag.  When the photocell clears the length measurement is put into the .LENGTH  field of the Bag_Data array at index position - Bag_ID.$N$NWhen the photoeye is blocked, start measuring the length.","OTE(HX1T_09_LEN.MEASURE)","30"
RCOMMENT,"MainProgram","LENGTH_CALC","When the PE clears, stop measuring length.  Do one shot.","OTE(HX1T_09_LEN.SB1)","31"
RCOMMENT,"MainProgram","LENGTH_CALC","On one shot of PE clearing, put length measurement into the Bag_Data table.","MOV(HX1T_09_LEN.BAG_LENGTH,HX1T_10_MRG.Length)","32"
RCOMMENT,"MainProgram","LENGTH_CALC","Count BT pulses for measurement while PE is blocked.","ADD(1,HX1T_09_LEN.BAG_LENGTH,HX1T_09_LEN.BAG_LENGTH)","33"
RCOMMENT,"MainProgram","LENGTH_CALC","Clear length measurement when PE clears.","MOV(0,HX1T_09_LEN.BAG_LENGTH)","34"
RCOMMENT,"MainProgram","MainRoutine","****************************************************************************************************$NThis routine is the main entry point of the program.$NThis routine contains some $Qsystem$Q level logic for controlling things like how the logic is scanned, statistics, and globally used signals.$NAll calls to other routines stem from this routine.$N****************************************************************************************************$N$N","NOP()","0"
RCOMMENT,"MainProgram","MainRoutine","Set Always True Instruction","OTE(INT.ALWAYS_TRUE)","1"
RCOMMENT,"MainProgram","MainRoutine","Set Always False Instruction","OTE(INT.ALWAYS_FALSE)","2"
RCOMMENT,"MainProgram","MainRoutine","Constants Initialization","OTU(INT.SET_CONSTANTS)","5"
RCOMMENT,"MainProgram","MainRoutine","Stats Reset Control","OTU(RESET_STATS_REQ.0)","12"
RCOMMENT,"MainProgram","MainRoutine","Common flasher bit used for audible alarms and lights.","TON(INT.FlasherOn_TON,?,?)","14"
RCOMMENT,"MainProgram","MainRoutine","Common fast flasher bit used for audible alarms and lights.","TON(INT.Flasher2On_TON,?,?)","16"
RCOMMENT,"MainProgram","MainRoutine","Get coordinated system time from controller $N $NThe tag CST is used throughout the program were a time pulse is needed$N","GSV(CST,?,CurrentValue,CST[0])","18"
RCOMMENT,"MainProgram","MainRoutine","Create a two second pulse","OTE(INT.TWO_S_PULSE)","20"
RCOMMENT,"MainProgram","MainRoutine","PLC status routine.","JSR(PLC_STATUS,0)","21"
RCOMMENT,"MainProgram","MainRoutine","Communication status routine.","JSR(COM_STATUS,0)","22"
RCOMMENT,"MainProgram","MainRoutine","Automod testing version of the Communication status routine$Nthe call to this routine should be deleted before installing on site along with any other references to the zzz_Emulate bit","JSR(AM_COM_STATUS,0)","23"
RCOMMENT,"MainProgram","MainRoutine","EStop routine","JSR(E_STOPS,0)","25"
RCOMMENT,"MainProgram","MainRoutine","Reconcile Subroutine calls into one location","JSR(SUBR_CALLS,0)","26"
RCOMMENT,"MainProgram","MainRoutine","COMMUNICATIONS","JSR(R_MSG_TO_UL_Send,0)","29"
RCOMMENT,"MainProgram","MCP_01_DEVICES","****************************************************************************************************$NThis routine controls devices associated with the MCP.$NThis routine also sets HMI statuses for the MCP.$N$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","MCP_01_DEVICES","Control Station Operators$N$N$N","NOP()","1"
RCOMMENT,"MainProgram","MCP_01_DEVICES","Beacons or Stacklights$N$N$N","NOP()","6"
RCOMMENT,"MainProgram","MCP_01_DEVICES","MCP Inputs$N","OTE(F_MCP_01_FIRE_ALM_FAULT)","10"
RCOMMENT,"MainProgram","MCP_01_DEVICES","MCP Graphic$N$N$N","MOV(BM1_B.STATUS.G,G_MCP_01_STS)","12"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","****************************************************************************************************$NThis subroutine monitors the status/faults for the associated motor group such as: Emergency Stops,  Motor Overloads, Jams and Motor Startup.$N$NThe output of this routine is used for controlling the beacons/audible alarms.$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","System Ready","OTE(BM1_B.STATUS.READY)","1"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","E-stop Monitor","OTE(BM1_B.STATUS.E_STOP_MONITOR)","2"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","E-stop Alarm Trigger","RES(BM1_B.STATUS.E_STOP_ALM_TMR)","3"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","E-stop Alarm","TON(BM1_B.STATUS.E_STOP_ALM_TMR,?,?)","4"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Motor Safety Disconnect Off Monitor","OTE(BM1_B.STATUS.MSD_OFF_MONITOR)","5"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Motor Safety Disconnect Off Alarm Trigger","RES(BM1_B.STATUS.MSD_OFF_ALM_TMR)","6"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Motor Safety Disconnect Off Alarm","TON(BM1_B.STATUS.MSD_OFF_ALM_TMR,?,?)","7"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Motor Overload Monitor","OTE(BM1_B.STATUS.MOL_MONITOR)","8"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Motor Overload Alarm Trigger","RES(BM1_B.STATUS.MOL_ALM_TMR)","9"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Motor Overload Alarm","TON(BM1_B.STATUS.MOL_ALM_TMR,?,?)","10"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","VFD Fault Monitor","OTE(BM1_B.STATUS.VFD_FLT_MONITOR)","11"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","VFD Fault Alarm Trigger","RES(BM1_B.STATUS.VFD_FLT_ALM_TMR)","12"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","VFD Fault Alarm","TON(BM1_B.STATUS.VFD_FLT_ALM_TMR,?,?)","13"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Contactor Fault Monitor","OTE(BM1_B.STATUS.CTCTR_FLT_MONITOR)","14"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Contactor Fault Alarm Trigger","RES(BM1_B.STATUS.CTCTR_FLT_ALM_TMR)","15"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Contactor Fault Alarm","TON(BM1_B.STATUS.CTCTR_FLT_ALM_TMR,?,?)","16"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Jam Monitor","OTE(BM1_B.STATUS.JAM_MONITOR)","17"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Jam Alarm Trigger","RES(BM1_B.STATUS.JAM_ALM_TMR)","18"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Jam Alarm","TON(BM1_B.STATUS.JAM_ALM_TMR,?,?)","19"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Missing Bag Jam Monitor","OTE(BM1_B.STATUS.MB_JAM_MONITOR)","20"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Missing Bag Jam Alarm Trigger","RES(BM1_B.STATUS.MB_JAM_ALM_TMR)","21"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Missing Bag Jam Alarm","TON(BM1_B.STATUS.MB_JAM_ALM_TMR,?,?)","22"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Door Fault Monitor","OTE(BM1_B.STATUS.DR_FLT_MONITOR)","23"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Door Fault Alarm Trigger","RES(BM1_B.STATUS.DR_FLT_ALM_TMR)","24"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Door Fault Alarm","TON(BM1_B.STATUS.DR_FLT_ALM_TMR,?,?)","25"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Vertical Sorter Fault Monitor","OTE(BM1_B.STATUS.VSU_FLT_MONITOR)","26"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Vertical Sorter Fault Alarm Trigger","RES(BM1_B.STATUS.VSU_FLT_ALM_TMR)","27"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Vertical Sorter Fault Alarm","TON(BM1_B.STATUS.VSU_FLT_ALM_TMR,?,?)","28"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Diverter Fault Monitor","OTE(BM1_B.STATUS.DIV_FLT_MONITOR)","29"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Diverter Fault Alarm Trigger","RES(BM1_B.STATUS.DIV_FLT_ALM_TMR)","30"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Diverter Fault Alarm","TON(BM1_B.STATUS.DIV_FLT_ALM_TMR,?,?)","31"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Vertical Merge Fault Monitor","OTE(BM1_B.STATUS.VMU_FLT_MONITOR)","32"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Vertical Merge Fault Alarm Trigger","RES(BM1_B.STATUS.VMU_FLT_ALM_TMR)","33"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Vertical Merge Fault Alarm","TON(BM1_B.STATUS.VMU_FLT_ALM_TMR,?,?)","34"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","STARTUP WARNING","OTE(BM1_B.STATUS.STARTUP_WARN)","35"
RCOMMENT,"MainProgram","MCP_01_MONITOR_ALARMS","Fire Alarm","NOP()","36"
RCOMMENT,"MainProgram","MCP_02_DEVICES","****************************************************************************************************$NThis routine controls devices associated with the MCP.$NThis routine also sets HMI statuses for the MCP.$N$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","MCP_02_DEVICES","Control Station Operators$N$N$N","NOP()","1"
RCOMMENT,"MainProgram","MCP_02_DEVICES","Beacons or Stacklights$N$N$N","NOP()","6"
RCOMMENT,"MainProgram","MCP_02_DEVICES","MCP Inputs$N","OTE(F_MCP_02_FIRE_ALM_FAULT)","10"
RCOMMENT,"MainProgram","MCP_02_DEVICES","MCP Graphic$N$N$N","MOV(BM1_C.STATUS.G,G_MCP_02_STS)","12"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","****************************************************************************************************$NThis subroutine monitors the status/faults for the associated motor group such as: Emergency Stops,  Motor Overloads, Jams and Motor Startup.$N$NThe output of this routine is used for controlling the beacons/audible alarms.$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","System Ready","OTE(BM1_C.STATUS.READY)","1"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","E-stop Monitor","OTE(BM1_C.STATUS.E_STOP_MONITOR)","2"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","E-stop Alarm Trigger","RES(BM1_C.STATUS.E_STOP_ALM_TMR)","3"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","E-stop Alarm","TON(BM1_C.STATUS.E_STOP_ALM_TMR,?,?)","4"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Motor Safety Disconnect Off Monitor","OTE(BM1_C.STATUS.MSD_OFF_MONITOR)","5"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Motor Safety Disconnect Off Alarm Trigger","RES(BM1_C.STATUS.MSD_OFF_ALM_TMR)","6"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Motor Safety Disconnect Off Alarm","TON(BM1_C.STATUS.MSD_OFF_ALM_TMR,?,?)","7"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Motor Overload Monitor","OTE(BM1_C.STATUS.MOL_MONITOR)","8"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Motor Overload Alarm Trigger","RES(BM1_C.STATUS.MOL_ALM_TMR)","9"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Motor Overload Alarm","TON(BM1_C.STATUS.MOL_ALM_TMR,?,?)","10"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","VFD Fault Monitor","OTE(BM1_C.STATUS.VFD_FLT_MONITOR)","11"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","VFD Fault Alarm Trigger","RES(BM1_C.STATUS.VFD_FLT_ALM_TMR)","12"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","VFD Fault Alarm","TON(BM1_C.STATUS.VFD_FLT_ALM_TMR,?,?)","13"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Contactor Fault Monitor","OTE(BM1_C.STATUS.CTCTR_FLT_MONITOR)","14"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Contactor Fault Alarm Trigger","RES(BM1_C.STATUS.CTCTR_FLT_ALM_TMR)","15"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Contactor Fault Alarm","TON(BM1_C.STATUS.CTCTR_FLT_ALM_TMR,?,?)","16"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Jam Monitor","OTE(BM1_C.STATUS.JAM_MONITOR)","17"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Jam Alarm Trigger","RES(BM1_C.STATUS.JAM_ALM_TMR)","18"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Jam Alarm","TON(BM1_C.STATUS.JAM_ALM_TMR,?,?)","19"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Missing Bag Jam Monitor","OTE(BM1_C.STATUS.MB_JAM_MONITOR)","20"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Missing Bag Jam Alarm Trigger","RES(BM1_C.STATUS.MB_JAM_ALM_TMR)","21"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Missing Bag Jam Alarm","TON(BM1_C.STATUS.MB_JAM_ALM_TMR,?,?)","22"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Door Fault Monitor","OTE(BM1_C.STATUS.DR_FLT_MONITOR)","23"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Door Fault Alarm Trigger","RES(BM1_C.STATUS.DR_FLT_ALM_TMR)","24"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Door Fault Alarm","TON(BM1_C.STATUS.DR_FLT_ALM_TMR,?,?)","25"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Vertical Sorter Fault Monitor","OTE(BM1_C.STATUS.VSU_FLT_MONITOR)","26"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Vertical Sorter Fault Alarm Trigger","RES(BM1_C.STATUS.VSU_FLT_ALM_TMR)","27"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Vertical Sorter Fault Alarm","TON(BM1_C.STATUS.VSU_FLT_ALM_TMR,?,?)","28"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Diverter Fault Monitor","OTE(BM1_C.STATUS.DIV_FLT_MONITOR)","29"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Diverter Fault Alarm Trigger","RES(BM1_C.STATUS.DIV_FLT_ALM_TMR)","30"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Diverter Fault Alarm","TON(BM1_C.STATUS.DIV_FLT_ALM_TMR,?,?)","31"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Vertical Merge Fault Monitor","OTE(BM1_C.STATUS.VMU_FLT_MONITOR)","32"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Vertical Merge Fault Alarm Trigger","RES(BM1_C.STATUS.VMU_FLT_ALM_TMR)","33"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Vertical Merge Fault Alarm","TON(BM1_C.STATUS.VMU_FLT_ALM_TMR,?,?)","34"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","STARTUP WARNING","OTE(BM1_C.STATUS.STARTUP_WARN)","35"
RCOMMENT,"MainProgram","MCP_02_MONITOR_ALARMS","Fire Alarm","NOP()","36"
RCOMMENT,"MainProgram","MCP_03_DEVICES","****************************************************************************************************$NThis routine controls devices associated with the MCP.$NThis routine also sets HMI statuses for the MCP.$N$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","MCP_03_DEVICES","Control Station Operators$N$N$N","NOP()","1"
RCOMMENT,"MainProgram","MCP_03_DEVICES","Beacons or Stacklights$N$N$N","NOP()","6"
RCOMMENT,"MainProgram","MCP_03_DEVICES","MCP Inputs$N","OTE(F_MCP_03_FIRE_ALM_FAULT)","10"
RCOMMENT,"MainProgram","MCP_03_DEVICES","MCP Graphic$N$N$N","MOV(MCP_03.STATUS.G,G_MCP_03_STS)","12"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","****************************************************************************************************$NThis subroutine monitors the status/faults for the associated motor group such as: Emergency Stops,  Motor Overloads, Jams and Motor Startup.$N$NThe output of this routine is used for controlling the beacons/audible alarms.$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","System Ready","OTE(MCP_03.STATUS.READY)","1"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","E-stop Monitor","OTE(MCP_03.STATUS.E_STOP_MONITOR)","2"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","E-stop Alarm Trigger","RES(MCP_03.STATUS.E_STOP_ALM_TMR)","3"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","E-stop Alarm","TON(MCP_03.STATUS.E_STOP_ALM_TMR,?,?)","4"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Motor Safety Disconnect Off Monitor","OTE(MCP_03.STATUS.MSD_OFF_MONITOR)","5"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Motor Safety Disconnect Off Alarm Trigger","RES(MCP_03.STATUS.MSD_OFF_ALM_TMR)","6"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Motor Safety Disconnect Off Alarm","TON(MCP_03.STATUS.MSD_OFF_ALM_TMR,?,?)","7"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Motor Overload Monitor","OTE(MCP_03.STATUS.MOL_MONITOR)","8"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Motor Overload Alarm Trigger","RES(MCP_03.STATUS.MOL_ALM_TMR)","9"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Motor Overload Alarm","TON(MCP_03.STATUS.MOL_ALM_TMR,?,?)","10"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","VFD Fault Monitor","OTE(MCP_03.STATUS.VFD_FLT_MONITOR)","11"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","VFD Fault Alarm Trigger","RES(MCP_03.STATUS.VFD_FLT_ALM_TMR)","12"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","VFD Fault Alarm","TON(MCP_03.STATUS.VFD_FLT_ALM_TMR,?,?)","13"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Contactor Fault Monitor","OTE(MCP_03.STATUS.CTCTR_FLT_MONITOR)","14"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Contactor Fault Alarm Trigger","RES(MCP_03.STATUS.CTCTR_FLT_ALM_TMR)","15"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Contactor Fault Alarm","TON(MCP_03.STATUS.CTCTR_FLT_ALM_TMR,?,?)","16"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Jam Monitor","OTE(MCP_03.STATUS.JAM_MONITOR)","17"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Jam Alarm Trigger","RES(MCP_03.STATUS.JAM_ALM_TMR)","18"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Jam Alarm","TON(MCP_03.STATUS.JAM_ALM_TMR,?,?)","19"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Missing Bag Jam Monitor","OTE(MCP_03.STATUS.MB_JAM_MONITOR)","20"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Missing Bag Jam Alarm Trigger","RES(MCP_03.STATUS.MB_JAM_ALM_TMR)","21"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Missing Bag Jam Alarm","TON(MCP_03.STATUS.MB_JAM_ALM_TMR,?,?)","22"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Door Fault Monitor","OTE(MCP_03.STATUS.DR_FLT_MONITOR)","23"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Door Fault Alarm Trigger","RES(MCP_03.STATUS.DR_FLT_ALM_TMR)","24"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Door Fault Alarm","TON(MCP_03.STATUS.DR_FLT_ALM_TMR,?,?)","25"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Vertical Sorter Fault Monitor","OTE(MCP_03.STATUS.VSU_FLT_MONITOR)","26"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Vertical Sorter Fault Alarm Trigger","RES(MCP_03.STATUS.VSU_FLT_ALM_TMR)","27"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Vertical Sorter Fault Alarm","TON(MCP_03.STATUS.VSU_FLT_ALM_TMR,?,?)","28"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Diverter Fault Monitor","OTE(MCP_03.STATUS.DIV_FLT_MONITOR)","29"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Diverter Fault Alarm Trigger","RES(MCP_03.STATUS.DIV_FLT_ALM_TMR)","30"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Diverter Fault Alarm","TON(MCP_03.STATUS.DIV_FLT_ALM_TMR,?,?)","31"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Vertical Merge Fault Monitor","OTE(MCP_03.STATUS.VMU_FLT_MONITOR)","32"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Vertical Merge Fault Alarm Trigger","RES(MCP_03.STATUS.VMU_FLT_ALM_TMR)","33"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Vertical Merge Fault Alarm","TON(MCP_03.STATUS.VMU_FLT_ALM_TMR,?,?)","34"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","STARTUP WARNING","OTE(MCP_03.STATUS.STARTUP_WARN)","35"
RCOMMENT,"MainProgram","MCP_03_MONITOR_ALARMS","Fire Alarm","NOP()","36"
RCOMMENT,"MainProgram","MCP_16_DEVICES","****************************************************************************************************$NThis routine controls devices associated with the MCP.$NThis routine also sets HMI statuses for the MCP.$N$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","MCP_16_DEVICES","Control Station Operators$N$N$N","NOP()","1"
RCOMMENT,"MainProgram","MCP_16_DEVICES","Beacons or Stacklights$N$N$N","NOP()","6"
RCOMMENT,"MainProgram","MCP_16_DEVICES","MCP Inputs$N","OTE(F_MCP_16_FIRE_ALM_FAULT)","10"
RCOMMENT,"MainProgram","MCP_16_DEVICES","MCP Graphic$N$N$N","MOV(C2T.STATUS.G,G_MCP_16_STS)","12"
RCOMMENT,"MainProgram","MCP_16_MONITOR_ALARMS","****************************************************************************************************$NThis subroutine monitors the status/faults for the associated motor group such as: Emergency Stops,  Motor Overloads, Jams and Motor Startup.$N$NThe output of this routine is used for controlling the beacons/audible alarms.$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","MCP_16_MONITOR_ALARMS","System Ready","OTE(C2T.STATUS.READY)","1"
RCOMMENT,"MainProgram","MCP_16_MONITOR_ALARMS","E-stop Monitor","OTE(C2T.STATUS.E_STOP_MONITOR)","2"
RCOMMENT,"MainProgram","MCP_16_MONITOR_ALARMS","E-stop Alarm Trigger","RES(C2T.STATUS.E_STOP_ALM_TMR)","3"
RCOMMENT,"MainProgram","MCP_16_MONITOR_ALARMS","E-stop Alarm","TON(C2T.STATUS.E_STOP_ALM_TMR,?,?)","4"
RCOMMENT,"MainProgram","MCP_16_MONITOR_ALARMS","Motor Safety Disconnect Off Monitor","OTE(C2T.STATUS.MSD_OFF_MONITOR)","5"
RCOMMENT,"MainProgram","MCP_16_MONITOR_ALARMS","Motor Safety Disconnect Off Alarm Trigger","RES(C2T.STATUS.MSD_OFF_ALM_TMR)","6"
RCOMMENT,"MainProgram","MCP_16_MONITOR_ALARMS","Motor Safety Disconnect Off Alarm","TON(C2T.STATUS.MSD_OFF_ALM_TMR,?,?)","7"
RCOMMENT,"MainProgram","MCP_16_MONITOR_ALARMS","Motor Overload Monitor","OTE(C2T.STATUS.MOL_MONITOR)","8"
